,area_type,location,size,total_sqft,bath,balcony,price
12038,Built-up,Surabhi Layout,3 BHK,1760.0,3.0,3.0,7416.000000000001
12039,Super,Hennur,3 BHK,1830.0,2.0,3.0,9311.2
12040,Super,Yelahanka,2 BHK,1175.0,2.0,1.0,5584.2480000000005
12041,Super,Whitefield,2 BHK,1175.0,2.0,1.0,3378.4
12042,Super,Horamavu Banaswadi,2 BHK,1025.0,2.0,2.0,3708.0000000000005
12043,Super,Hennur Road,2 BHK,1232.0,2.0,1.0,6592.0
12044,Built-up,5th Phase JP Nagar,2 BHK,1010.0,2.0,2.0,4696.8
12045,Super,Sarjapur  Road,2 BHK,1273.0,2.0,2.0,4944.0
12046,Super,Battarahalli,2 BHK,1590.0,2.0,2.0,8404.800000000001
12047,Super,Air View Colony,2 BHK,1100.0,2.0,1.0,4820.400000000001
12048,Super,Electronic City Phase II,3 BHK,1252.0,2.0,1.0,5356.0
12049,Super,1st Phase JP Nagar,4 BHK,2615.0,5.0,3.0,18292.800000000003
12050,Plot,Arishinakunte,5 Bedroom,1200.0,6.0,2.0,11536.0
12051,Super,Yelahanka,2 BHK,1322.0,2.0,1.0,6418.960000000001
12052,Plot,7th Phase JP Nagar,1 Bedroom,1000.0,1.0,1.0,4944.0
12053,Super,Harlur,3 BHK,1755.0,3.0,2.0,9640.800000000001
12054,Super,Electronic City Phase II,2 BHK,1135.0,2.0,2.0,3790.4
12056,Plot,Electronic City,4 Bedroom,1200.0,4.0,1.0,10300.0
12057,Super,Nagavarapalya,2 BHK,1260.0,2.0,2.0,7045.200000000001
12058,Plot,Hoodi,5 Bedroom,3250.0,5.0,2.0,32548.000000000004
12059,Plot,Ambedkar Nagar,4 Bedroom,3500.0,4.0,2.0,45320.0
12060,Plot,Manjunath Nagar,5 Bedroom,1200.0,6.0,2.0,9064.0
12061,Super,Kanakpura Road,3 BHK,1100.0,2.0,1.0,4367.200000000001
12062,Super,Electronic City Phase II,3 BHK,1305.0,3.0,1.0,5356.0
12063,Built-up,Ayappa Nagar,2 BHK,1236.0,2.0,1.0,4120.0
12064,Built-up,Uttarahalli,2 BHK,1125.0,1.0,2.0,3708.0000000000005
12065,Built-up,KR Puram,2 BHK,1075.0,2.0,2.0,2657.4
12067,Plot,Kadugondanahalli,8 Bedroom,772.0,5.0,1.0,4944.0
12069,Super,Kadugodi,2 BHK,1150.0,2.0,2.0,3460.8
12070,Plot,9th Block Jayanagar,4 Bedroom,1440.0,4.0,1.0,19776.0
12071,Super,Hennur Road,2 BHK,1085.0,2.0,1.0,3576.1600000000003
12072,Built-up,Hebbal Kempapura,3 BHK,1785.0,3.0,0.0,13596.000000000002
12074,Super,Thanisandra,3 BHK,1930.0,4.0,2.0,9888.0
12075,Super,4th Phase JP Nagar,2 BHK,600.0,4.0,1.0,5768.0
12076,Plot,Kadugondanahalli,2 Bedroom,800.0,1.0,0.0,3708.0000000000005
12077,Built-up,Kumaraswami Layout,4 BHK,2450.0,3.0,2.0,9064.0
12078,Plot,akshaya nagar t c palya,4 Bedroom,1200.0,4.0,0.0,9888.0
12079,Super,Bannerghatta Road,3 BHK,1920.0,3.0,3.0,10052.800000000001
12080,Super,Kothannur,2 BHK,1085.0,2.0,2.0,2818.0800000000004
12081,Super,Thanisandra,1 BHK,760.0,1.0,2.0,4152.96
12082,Built-up,Sahakara Nagar,2 BHK,1201.0,2.0,3.0,6592.0
12083,Super,Electronic City,3 BHK,1615.0,3.0,2.0,7992.8
12084,Super,HSR Layout,2 BHK,1289.0,2.0,2.0,5768.0
12086,Super,Kasavanhalli,2 BHK,1377.0,2.0,2.0,6592.0
12087,Super,Cunningham Road,3 BHK,2880.0,3.0,2.0,46144.0
12088,Plot,Laxmi Sagar Layout,3 Bedroom,1892.0,3.0,2.0,16480.0
12089,Built-up,Shivaji Nagar,3 BHK,2176.0,3.0,3.0,28675.2
12090,Super,Thanisandra,1 BHK,663.0,1.0,0.0,2704.3680000000004
12091,Built-up,Electronic City,2 BHK,1165.0,2.0,1.0,2772.76
12092,Super,Talaghattapura,3 BHK,3554.0,4.0,1.0,28016.000000000004
12093,Super,Thanisandra,2 BHK,1260.0,2.0,1.0,3749.2000000000003
12094,Built-up,Volagerekallahalli,2 BHK,1095.0,2.0,1.0,3213.6000000000004
12095,Super,KR Garden,2 BHK,1050.0,2.0,2.0,5356.0
12096,Super,Seegehalli,2 BHK,1176.0,2.0,2.0,4120.0
12097,Super,Thanisandra,3 BHK,1801.0,3.0,2.0,9476.0
12098,Super,Whitefield,2 BHK,1315.0,2.0,3.0,4532.0
12100,Plot,NRI Layout,2 Bedroom,2400.0,2.0,1.0,10300.0
12101,Super,Uttarahalli,3 BHK,1308.0,2.0,3.0,4367.200000000001
12102,Plot,Sarjapur  Road,4 Bedroom,4250.0,4.0,2.0,50264.0
12103,Super,Thanisandra,3 BHK,1806.0,6.0,2.0,9558.400000000001
12104,Built-up,Thanisandra,4 Bedroom,3671.0,4.0,1.0,18128.0
12105,Super,Hoodi,3 BHK,2144.0,3.0,2.0,11536.0
12106,Built-up,Hoskote,2 BHK,1065.0,2.0,3.0,2781.0
12107,Super,Balagere,2 BHK,1205.0,2.0,1.0,5520.8
12108,Super,Uttarahalli,2 BHK,1160.0,2.0,2.0,3343.792
12109,Plot,Kanaka Nagar,4 Bedroom,750.0,4.0,2.0,7416.000000000001
12111,Plot,mvj engineering college,3 Bedroom,1200.0,3.0,1.0,4658.072
12112,Super,2nd Phase Judicial Layout,3 BHK,1681.0,3.0,3.0,5685.6
12113,Built-up,Bommasandra Industrial Area,2 BHK,1130.0,2.0,1.0,2689.536
12114,Super,Iblur Village,4 BHK,3633.0,5.0,1.0,27604.000000000004
12115,Built-up,Kanakpura Road,3 BHK,1843.0,3.0,2.0,7416.000000000001
12116,Built-up,Bommasandra Industrial Area,2 BHK,1065.0,2.0,1.0,2533.8
12117,Super,Thubarahalli,3 BHK,1885.0,3.0,2.0,7046.848
12118,Super,R.T. Nagar,2 BHK,1500.0,2.0,2.0,3708.0000000000005
12119,Super,Panathur,2 BHK,1210.0,2.0,2.0,5685.6
12120,Super,TC Palaya,2 BHK,1126.0,2.0,1.0,3246.56
12121,Super,Rayasandra,3 BHK,1357.0,2.0,2.0,4861.6
12122,Super,Whitefield,3 BHK,1451.0,2.0,2.0,3823.36
12123,Plot,Kodigehaali,4 Bedroom,1600.0,3.0,3.0,15244.000000000002
12124,Super,Hennur Road,2 BHK,950.0,2.0,1.0,4532.0
12125,Built-up,Bellandur,2 BHK,960.0,2.0,2.0,3955.2000000000003
12126,Super,2nd Block Bel Layout,3 BHK,1625.0,3.0,3.0,7580.8
12127,Plot,Kaggalipura,3 Bedroom,2200.0,4.0,1.0,12360.0
12129,Super,Kanakpura Road,2 BHK,900.0,2.0,1.0,3814.2960000000003
12130,Built-up,Shree Ananth Nagar Layout,2 BHK,1080.0,2.0,2.0,3131.2000000000003
12131,Super,Cooke Town,3 BHK,2300.0,3.0,1.0,20600.0
12132,Super,Hosa Road,4 BHK,1708.0,3.0,0.0,5277.72
12133,Built-up,Yeshwanthpur,6 Bedroom,2500.0,5.0,2.0,15244.000000000002
12134,Super,Bellandur,3 BHK,1690.0,2.0,2.0,9558.400000000001
12135,Built-up,RR Layout,5 Bedroom,2100.0,3.0,0.0,11948.0
12136,Super,4th Block Koramangala,2 BHK,1269.0,2.0,2.0,7992.8
12138,Built-up,Haralur Road,3 BHK,1890.0,3.0,2.0,6921.6
12139,Built-up,Electronic City Phase II,2 BHK,1165.0,2.0,1.0,2771.936
12140,Super,BTM Layout,2 BHK,1196.0,2.0,2.0,4681.144
12142,Super,Old Madras Road,3 BHK,1630.0,3.0,2.0,9064.0
12143,Super,Whitefield,2 BHK,1063.0,2.0,1.0,3503.6480000000006
12144,Super,Shikaripalya,2 BHK,1025.0,2.0,1.0,3294.352
12145,Super,Chikkabanavar,2 BHK,1067.0,2.0,1.0,3131.2000000000003
12146,Super,Kanakpura Road,2 BHK,1299.0,2.0,1.0,7385.512
12147,Super,Panathur,2 BHK,1343.0,2.0,1.0,6262.400000000001
12148,Super,Electronics City Phase 1,3 BHK,1330.0,2.0,2.0,3625.6000000000004
12149,Super,Mallasandra,3 BHK,1524.0,2.0,3.0,5932.8
12150,Super,Lingadheeranahalli,4 BHK,2236.0,4.0,2.0,12607.2
12151,Super,Domlur,3 BHK,2955.0,3.0,2.0,19364.0
12152,Super,Raja Rajashweri Nagar,3 BHK,1410.0,2.0,2.0,3717.888
12154,Super,Balagere,2 BHK,1205.0,2.0,1.0,6509.6
12155,Super,Thyagaraja Nagar,3 BHK,1270.0,2.0,2.0,7848.6
12156,Super,VHBCS Layout,3 BHK,1353.0,2.0,2.0,9064.0
12157,Plot,Jinkethimmanahalli,2 Bedroom,1200.0,2.0,1.0,5603.200000000001
12158,Super,basaveshwarnagar,3 BHK,1250.0,2.0,1.0,5768.0
12160,Super,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,5685.6
12163,Built-up,Yelahanka,1 BHK,602.0,1.0,1.0,2719.2000000000003
12164,Built-up,Malleshwaram,5 Bedroom,3000.0,4.0,0.0,74160.0
12165,Super,Hoodi,2 BHK,1108.0,2.0,0.0,5476.304
12166,Super,Thyagaraja Nagar,2 BHK,1040.0,2.0,1.0,5603.200000000001
12167,Super,Sarjapur,2 BHK,1451.0,2.0,1.0,7168.8
12169,Super,Kanakpura Road,1 BHK,850.0,1.0,1.0,3075.168
12171,Super,Kanaka Nagar,2 BHK,900.0,2.0,1.0,3296.0
12172,Super,Kudlu,1 BHK,720.0,1.0,1.0,2719.2000000000003
12173,Super,Thanisandra,3 BHK,1573.0,3.0,2.0,9476.0
12174,Super,Sarjapur  Road,2 BHK,1026.0,2.0,1.0,5009.92
12176,Built-up,Electronic City Phase II,3 BHK,1400.0,2.0,2.0,3332.256
12177,Built-up,Banashankari Stage III,4 Bedroom,2100.0,3.0,1.0,12112.800000000001
12178,Super,Sarjapur  Road,2 BHK,1150.0,2.0,1.0,3996.4
12179,Super,Raja Rajeshwari Nagar,3 BHK,1500.0,3.0,2.0,7251.200000000001
12180,Super,Malleshwaram,3 BHK,2400.0,3.0,2.0,31312.000000000004
12181,Plot,HRBR Layout,3 Bedroom,1200.0,3.0,2.0,19776.0
12183,Super,Ramagondanahalli,2 BHK,1125.0,2.0,2.0,6180.0
12185,Super,Marathahalli,2 BHK,1100.0,2.0,1.0,4120.0
12187,Built-up,Banaswadi,2 BHK,1105.0,2.0,2.0,4696.8
12188,Super,Thanisandra,2 BHK,1110.0,2.0,2.0,3831.6000000000004
12189,Super,Dasanapura,1 BHK,708.0,1.0,1.0,3378.4
12191,Super,"Banashankari 3rd stage, Vivekanandanagar",3 BHK,1600.0,3.0,1.0,8240.0
12192,Super,Thigalarapalya,4 BHK,3122.0,6.0,2.0,20600.0
12193,Super,Sarjapur  Road,2 BHK,1205.0,2.0,2.0,3048.8
12194,Super,5th Phase JP Nagar,3 BHK,1450.0,2.0,2.0,6015.200000000001
12195,Plot,Thyagaraja Nagar,4 Bedroom,750.0,4.0,2.0,10300.0
12196,Plot,Annaiah Reddy Layout,1 Bedroom,540.0,1.0,0.0,1812.8000000000002
12197,Built-up,Dasarahalli,2 BHK,1200.0,2.0,2.0,3460.8
12198,Plot,Nagarbhavi,5 Bedroom,1200.0,5.0,1.0,21424.0
12199,Super,Kalena Agrahara,3 BHK,1837.0,2.0,2.0,7828.000000000001
12200,Super,Whitefield,2 BHK,1346.0,2.0,1.0,6263.224000000001
12201,Built-up,Balagere,2 BHK,1012.0,2.0,1.0,5603.200000000001
12203,Super,Atmananda Colony,2 BHK,1125.0,2.0,2.0,4532.0
12204,Super,Kaggadasapura,3 BHK,1500.0,2.0,2.0,4944.0
12205,Super,Harlur,2 BHK,1197.0,2.0,1.0,6583.760000000001
12207,Super,BTM 2nd Stage,2 BHK,1100.0,2.0,2.0,3872.8
12208,Super,Channasandra Layout,3 BHK,1563.0,2.0,2.0,4284.8
12209,Plot,4th Block Jayanagar,7 Bedroom,2240.0,4.0,1.0,57680.00000000001
12210,Super,Hebbal Kempapura,4 BHK,3729.0,4.0,2.0,31641.600000000002
12211,Plot,Sarjapur  Road,3 Bedroom,1600.0,3.0,1.0,9888.0
12212,Super,Green Glen Layout,3 BHK,1715.0,3.0,3.0,9888.0
12213,Built-up,Bannerghatta Road,4 Bedroom,2400.0,4.0,1.0,14832.000000000002
12214,Super,Ramagondanahalli,2 BHK,1151.0,2.0,2.0,3502.0000000000005
12215,Plot,Banaswadi,6 Bedroom,1200.0,6.0,2.0,18128.0
12216,Built-up,Uttarahalli,2 BHK,1123.0,2.0,2.0,4944.0
12217,Super,Whitefield,2 BHK,1276.0,2.0,1.0,5726.8
12218,Super,Yelahanka,2 BHK,1315.0,2.0,3.0,6344.8
12220,Super,R.T. Nagar,2 BHK,1325.0,2.0,2.0,4284.8
12221,Super,Varthur,3 BHK,1600.0,3.0,2.0,5207.68
12222,Super,Jakkur,3 BHK,1660.0,3.0,2.0,8569.6
12223,Super,Kodichikkanahalli,2 BHK,1299.0,2.0,3.0,4779.200000000001
12224,Super,Haralur Road,2 BHK,953.0,2.0,1.0,7416.000000000001
12225,Super,Gunjur,2 BHK,1457.0,2.0,3.0,4944.0
12226,Super,Varthur,2 BHK,1000.0,1.0,1.0,5356.0
12227,Built-up,Mallasandra,3 BHK,1100.0,2.0,3.0,6287.12
12228,Super,Yelahanka,3 BHK,1075.0,2.0,1.0,2762.8720000000003
12229,Super,Kanakpura Road,3 BHK,1450.0,3.0,3.0,4202.400000000001
12230,Super,Iblur Village,5 BHK,5515.0,6.0,2.0,35020.0
12231,Super,Bellandur,1 BHK,950.0,1.0,1.0,3296.0
12232,Plot,Basaveshwara Nagar,5 Bedroom,1200.0,3.0,1.0,14832.000000000002
12233,Super,Amam Enclave Layout,2 BHK,1013.0,2.0,2.0,4944.0
12234,Super,Hennur Road,2 BHK,1140.0,2.0,2.0,4614.400000000001
12235,Super,4th T block Jayanagar,3 BHK,2100.0,3.0,3.0,18128.0
12236,Super,Yelahanka,3 BHK,1430.0,3.0,1.0,5026.400000000001
12237,Plot,Ilyas Nagar,4 Bedroom,600.0,3.0,0.0,7828.000000000001
12238,Carpet,Anantapura,3 BHK,1600.0,3.0,2.0,6344.8
12239,Super,Ayappa Nagar,2 BHK,1190.0,2.0,1.0,3955.2000000000003
12240,Super,Ashwath Nagar,3 BHK,1625.0,3.0,2.0,7828.000000000001
12241,Super,Classic Paradise Layout,2 BHK,1210.0,2.0,2.0,4367.200000000001
12242,Super,Lakshminarayana Pura,3 BHK,1615.0,3.0,2.0,12360.0
12243,Super,Kalena Agrahara,2 BHK,1180.0,2.0,2.0,7004.000000000001
12244,Plot,Nagasandra,2 Bedroom,1500.0,2.0,0.0,7498.400000000001
12245,Built-up,Bellandur,2 BHK,850.0,2.0,1.0,3708.0000000000005
12246,Super,Kothanur,2 BHK,1130.0,2.0,2.0,4532.0
12247,Super,CV Raman Nagar,2 BHK,907.0,2.0,2.0,3131.2000000000003
12248,Built-up,HRBR Layout,2 BHK,1300.0,2.0,3.0,7416.000000000001
12249,Super,Hennur Road,3 BHK,1891.0,3.0,1.0,9064.0
12250,Super,Hennur Road,3 BHK,1735.0,3.0,3.0,6427.200000000001
12251,Super,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,2719.2000000000003
12253,Built-up,Kumaraswami Layout,7 BHK,2040.0,4.0,3.0,10135.2
12255,Plot,Jayanti Nagar,5 Bedroom,1600.0,5.0,2.0,11536.0
12256,Built-up,Doddakammanahalli,2 BHK,1160.0,2.0,3.0,4532.0
12257,Super,Tasker Town,2 BHK,930.0,1.0,1.0,4532.0
12258,Built-up,Devanahalli,2 BHK,1010.0,2.0,1.0,4779.200000000001
12259,Super,Electronic City,2 BHK,1221.0,2.0,2.0,5603.200000000001
12260,Plot,Banashankari,4 Bedroom,2400.0,4.0,3.0,38728.0
12261,Super,Hoodi,2 BHK,1108.0,2.0,1.0,7208.352000000001
12262,Plot,Vidyaranyapura,4 Bedroom,1000.0,4.0,2.0,9888.0
12263,Super,Sarjapur  Road,2 BHK,1370.0,2.0,1.0,5768.0
12264,Super,Banashankari Stage V,2 BHK,920.0,2.0,1.0,3419.6000000000004
12265,Super,Bhoganhalli,2 BHK,1277.0,2.0,1.0,6582.936000000001
12266,Super,Horamavu Agara,2 BHK,1213.0,2.0,2.0,3139.4400000000005
12267,Super,Singasandra,3 BHK,1653.0,3.0,2.0,7004.000000000001
12268,Plot,Sarjapur,4 Bedroom,2400.0,3.0,3.0,11536.0
12269,Super,1st Block Koramangala,4 BHK,3000.0,5.0,3.0,41200.0
12270,Plot,Kothanur,4 Bedroom,1600.0,4.0,3.0,20600.0
12271,Super,Electronics City Phase 1,3 BHK,1321.0,2.0,2.0,3296.0
12272,Super,Kanakpura Road,3 BHK,1570.0,3.0,2.0,5603.200000000001
12274,Super,Nallurhalli,2 BHK,1053.0,2.0,3.0,3625.6000000000004
12275,Super,Hoysalanagar,3 BHK,1325.0,2.0,3.0,4614.400000000001
12276,Super,manyata,2 BHK,1169.0,2.0,1.0,4129.064
12277,Super,Badavala Nagar,2 BHK,1274.0,2.0,1.0,7416.000000000001
12278,Super,Whitefield,2 BHK,1317.0,2.0,2.0,4284.8
12279,Built-up,Lakshminarayana Pura,2 BHK,1195.0,2.0,1.0,6180.0
12281,Super,Kammasandra,2 BHK,940.0,2.0,2.0,2884.0
12282,Built-up,Budigere,3 BHK,1820.0,3.0,2.0,7869.200000000001
12283,Super,Kanakpura Road,3 BHK,1450.0,3.0,3.0,4416.64
12284,Built-up,Whitefield,3 BHK,1615.0,3.0,0.0,7984.560000000001
12285,Built-up,Nagarbhavi,3 BHK,2200.0,2.0,3.0,8157.6
12286,Super,Subramanyapura,2 BHK,985.0,2.0,1.0,5150.0
12287,Built-up,Electronics City Phase 1,2 BHK,1116.0,2.0,1.0,2719.2000000000003
12289,Super,Kaggadasapura,2 BHK,1105.0,2.0,1.0,3254.8
12290,Super,Whitefield,2 BHK,1220.0,2.0,1.0,4532.0
12291,Built-up,Hoodi,3 BHK,1400.0,3.0,2.0,6097.6
12292,Built-up,Bhuvaneswari Nagar,4 Bedroom,2400.0,3.0,0.0,15244.000000000002
12293,Plot,Anandapura,3 Bedroom,850.0,3.0,0.0,5191.200000000001
12294,Built-up,Uttarahalli,2 BHK,1000.0,2.0,1.0,2884.0
12295,Super,Bannerghatta Road,3 BHK,1660.0,3.0,3.0,6592.0
12297,Super,Old Madras Road,2 BHK,1165.0,2.0,1.0,4284.8
12298,Super,Budigere,2 BHK,1153.0,2.0,2.0,4614.400000000001
12299,Built-up,Bannerghatta Road,2 BHK,1270.0,2.0,2.0,3708.0000000000005
12300,Super,2nd Phase JP Nagar,2 BHK,1070.0,2.0,2.0,3131.2000000000003
12301,Built-up,RWF West Colony,3 BHK,1427.0,2.0,2.0,7004.000000000001
12302,Super,Banashankari Stage III,3 BHK,1420.0,2.0,2.0,7828.000000000001
12303,Plot,Kothanur,4 Bedroom,1600.0,5.0,0.0,10712.0
12304,Super,Langford Town,2 BHK,2031.0,2.0,2.0,16480.0
12305,Super,Bellandur,2 BHK,1454.0,2.0,1.0,7416.000000000001
12306,Super,Whitefield,2 BHK,1116.0,2.0,3.0,4017.824
12307,Plot,Maruthi Sevanagar,4 Bedroom,2000.0,3.0,1.0,14832.000000000002
12308,Super,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,6100.072
12309,Super,Hessarghatta,2 BHK,1062.0,2.0,1.0,4120.0
12310,Super, Mysore Highway,1 BHK,700.0,1.0,1.0,2101.2000000000003
12311,Super,JP Nagar,2 BHK,1405.0,2.0,1.0,8157.6
12312,Built-up,Doddathoguru,2 BHK,1100.0,2.0,2.0,4120.0
12313,Plot,Chikka Tirupathi,3 Bedroom,2153.0,4.0,3.0,9888.0
12314,Plot,Kammagondahalli,3 Bedroom,1200.0,3.0,2.0,9888.0
12315,Super,Ulsoor,3 BHK,2135.0,3.0,2.0,14008.000000000002
12318,Built-up,Pai Layout,2 BHK,1068.0,2.0,3.0,3955.2000000000003
12319,Super,Doddathoguru,2 BHK,940.0,2.0,1.0,2710.96
12320,Super,Hosa Road,2 BHK,1063.0,2.0,1.0,2701.896
12321,Super,Brookefield,2 BHK,1382.0,2.0,2.0,6962.8
12322,Super,Harlur,2 BHK,936.0,2.0,1.0,3708.0000000000005
12323,Super,KR Puram,3 BHK,1400.0,2.0,3.0,4944.0
12324,Super,Sarjapur  Road,1 BHK,475.0,1.0,1.0,2142.4
12325,Super,LIC Colony,2 BHK,1200.0,2.0,1.0,9476.0
12326,Super,Glass Factory Layout,3 BHK,1450.0,3.0,3.0,5356.0
12327,Super,Kudlu,2 BHK,1162.0,2.0,1.0,4284.8
12328,Super,Hosa Road,2 BHK,1161.0,2.0,1.0,4017.0000000000005
12330,Super,Brookefield,2 BHK,1260.0,2.0,1.0,5768.0
12331,Plot,Billekahalli,4 Bedroom,1672.0,3.0,2.0,15656.000000000002
12332,Plot,Seegehalli,3 Bedroom,3000.0,4.0,2.0,19776.0
12333,Super,Murugeshpalya,3 BHK,1500.0,2.0,0.0,5768.0
12335,Plot,Gaurava Nagar,5 Bedroom,1650.0,6.0,2.0,16480.0
12336,Super,Dollars Colony,3 BHK,2000.0,3.0,3.0,16480.0
12337,Plot,Thyagaraja Nagar,1 Bedroom,1675.0,1.0,0.0,19858.4
12338,Plot,Electronic City,3 Bedroom,1200.0,3.0,2.0,12360.0
12339,Super,Nagarbhavi,2 BHK,1100.0,2.0,2.0,3806.8800000000006
12340,Super,Whitefield,3 BHK,1400.0,2.0,3.0,4614.400000000001
12341,Super,Ramagondanahalli,3 BHK,2257.0,3.0,2.0,12772.0
12342,Super,Budigere,2 BHK,1153.0,2.0,2.0,4655.6
12343,Super,Sarjapur  Road,2 BHK,1197.0,2.0,1.0,4685.264
12344,Super,Siddapura,2 BHK,1150.0,2.0,2.0,7416.000000000001
12345,Super,Akshayanagara East,1 BHK,595.0,1.0,1.0,3296.0
12346,Super,Hoodi,3 BHK,1837.0,3.0,1.0,9064.0
12347,Plot,Kumbalgodu,4 Bedroom,3750.0,4.0,2.0,15656.000000000002
12348,Super,Bellandur,3 BHK,1830.0,3.0,3.0,7569.264
12349,Super,Green Glen Layout,3 BHK,1715.0,3.0,3.0,9476.0
12350,Super,Electronic City,2 BHK,970.0,2.0,1.0,2884.0
12351,Plot,Hebbal Kempapura,4 Bedroom,1200.0,3.0,2.0,12195.2
12352,Built-up,NRI Layout,4 Bedroom,2700.0,5.0,1.0,7889.8
12353,Plot,Siddapura,3 Bedroom,5480.0,4.0,2.0,32960.0
12354,Built-up,Vidyaranyapura,4 BHK,2400.0,5.0,1.0,11124.0
12355,Super,Sarjapur  Road,4 BHK,3040.0,4.0,2.0,11124.0
12356,Super,Raja Rajeshwari Nagar,2 BHK,1168.0,2.0,1.0,5438.400000000001
12358,Built-up,Mallappa Layout,3 BHK,1500.0,3.0,2.0,6180.0
12359,Plot,Kumaraswami Layout,2 Bedroom,600.0,2.0,1.0,5932.8
12360,Plot,5th Phase JP Nagar,8 Bedroom,1200.0,7.0,3.0,20600.0
12361,Super,ITPL,2 BHK,850.0,2.0,1.0,2092.96
12362,Super,Ramamurthy Nagar,2 BHK,935.0,2.0,2.0,3213.6000000000004
12363,Plot,Ullal Road,5 Bedroom,1200.0,5.0,1.0,19364.0
12364,Super,Doddaballapur,1 BHK,654.0,1.0,1.0,4037.6000000000004
12365,Built-up,Domlur,3 BHK,1650.0,3.0,1.0,14832.000000000002
12366,Plot,Dodsworth Layout,3 Bedroom,5656.0,5.0,0.0,41117.600000000006
12367,Super,Vinayak Nagar,2 BHK,1300.0,2.0,1.0,2719.2000000000003
12368,Super,Kaggalipura,2 BHK,950.0,2.0,1.0,4944.0
12369,Super,Silk Board,3 BHK,1250.0,3.0,2.0,4449.6
12371,Super,Ankappa Layout,3 BHK,1425.0,2.0,2.0,5356.0
12372,Built-up,Uttarahalli,2 BHK,1165.0,1.0,0.0,3468.2160000000003
12373,Super,Kathriguppe,3 BHK,1390.0,2.0,2.0,5725.976
12374,Built-up,Kalena Agrahara,3 BHK,1510.0,3.0,2.0,6427.200000000001
12375,Super,Thanisandra,2 BHK,1305.0,2.0,2.0,7416.000000000001
12376,Plot,Vidyaranyapura,6 Bedroom,1200.0,6.0,2.0,14008.000000000002
12377,Built-up,Kodigehaali,2 BHK,866.0,2.0,2.0,2636.8
12378,Super,Hulimavu,2 BHK,1231.0,2.0,1.0,6962.8
12379,Super,Sompura,3 BHK,1360.0,2.0,3.0,3708.0000000000005
12380,Super,Yeshwanthpur,3 BHK,2500.0,3.0,3.0,11371.2
12381,Super,Whitefield,2 BHK,1140.0,2.0,3.0,4532.0
12383,Super,Whitefield,2 BHK,1295.0,2.0,1.0,5314.8
12384,Super,Hormavu,2 BHK,1020.0,2.0,2.0,3769.8
12385,Super,Old Airport Road,4 BHK,3504.0,4.0,2.0,21588.800000000003
12386,Plot,Sidedahalli,2 Bedroom,1200.0,1.0,0.0,4120.0
12387,Super,Vidyaranyapura,2 BHK,1100.0,2.0,1.0,3378.4
12388,Plot,Bannerghatta Road,4 Bedroom,4723.0,4.0,3.0,41200.0
12389,Super,Kothannur,2 BHK,820.0,2.0,2.0,3048.8
12390,Plot,Sarjapur,4 Bedroom,3508.0,4.0,1.0,31806.4
12391,Plot,Versova Layout,4 Bedroom,3700.0,4.0,2.0,32960.0
12392,Super,Kalena Agrahara,2 BHK,1354.0,2.0,2.0,5768.0
12393,Super,Basavangudi,4 BHK,2453.0,3.0,2.0,20600.0
12394,Super,Garudachar Palya,2 BHK,1154.0,2.0,1.0,4268.32
12395,Super,7th Phase JP Nagar,3 BHK,1680.0,2.0,3.0,7580.8
12396,Super,Electronics City Phase 1,2 BHK,1205.0,2.0,2.0,4944.0
12397,Built-up,Raja Rajeshwari Nagar,3 BHK,1400.0,2.0,2.0,7086.400000000001
12398,Carpet,Doopanahalli,3 BHK,1625.0,3.0,1.0,12360.0
12399,Built-up,Electronic City,3 Bedroom,1500.0,3.0,1.0,6015.200000000001
12400,Super,Bannerghatta Road,3 BHK,1520.0,2.0,3.0,6592.0
12401,Built-up,3rd Stage Raja Rajeshwari Nagar,2 BHK,1300.0,3.0,1.0,5356.0
12402,Super,Manayata Tech Park,2 BHK,1150.0,2.0,2.0,3872.8
12403,Super,Kadugodi,3 BHK,1762.0,3.0,3.0,8981.6
12404,Super,Budigere,2 BHK,1153.0,2.0,2.0,4779.200000000001
12405,Super,Yelahanka,4 BHK,2650.0,4.0,1.0,18375.2
12406,Super,Sompura,3 BHK,1350.0,2.0,2.0,3872.8
12407,Super,Billekahalli,2 BHK,950.0,2.0,2.0,4614.400000000001
12408,Super,Jakkur,3 BHK,3295.0,3.0,3.0,25544.0
12409,Super,Coconut Grove Layout,3 BHK,1515.0,3.0,3.0,6633.200000000001
12410,Super,Neeladri Nagar,2 BHK,1100.0,2.0,2.0,2472.0
12411,Super,Byrasandra,2 BHK,1250.0,2.0,2.0,5356.0
12412,Built-up,HBR Layout,2 Bedroom,1200.0,2.0,0.0,9888.0
12414,Plot,Hoskote,4 Bedroom,1200.0,4.0,2.0,8240.0
12415,Super,Yelahanka,3 BHK,1355.0,2.0,2.0,4243.6
12416,Super,Dominic Layout,3 BHK,1115.0,3.0,1.0,3225.1360000000004
12417,Super,8th Phase JP Nagar,3 BHK,1275.0,3.0,2.0,3708.0000000000005
12418,Super,Padmanabhanagar,3 BHK,2051.0,3.0,2.0,14008.000000000002
12419,Super,BTM Layout,3 BHK,1470.0,2.0,2.0,8157.6
12420,Super,Silver Springs Layout,3 BHK,1550.0,2.0,3.0,5768.0
